10.0,100.0
10.0,99.4
10.0,99.6
10.0,100.4
10.0,100.8
10.0,102.6
10.0,103.8
10.0,103.8
10.0,104.0
10.0,104.2
10.0,104.8
10.0,105.6
10.0,107.0
10.0,107.6
10.6,107.6
10.8,108.6
11.0,108.6
11.2,109.0
11.2,109.6
11.2,110.2
11.2,111.2
11.2,112.0
11.2,112.8
11.2,112.8
11.2,113.0
11.2,114.2
11.2,114.6
11.6,114.6
9.6,115.2
9.6,115.6
9.6,116.6
9.6,117.2
9.6,118.4
9.6,119.0
9.6,119.8
10.0,120.6
10.0,121.0
10.0,121.0
10.0,121.4
9.8,122.0
9.8,122.8
9.8,123.2
9.8,124.4
10.0,125.4
10.6,126.0
10.6,127.2
10.8,127.8
10.6,128.2
10.6,130.0
10.8,131.4
10.8,131.8
11.0,133.8
11.0,134.8
11.0,136.2
11.4,137.4
11.2,138.4
11.8,139.8
12.4,140.6
12.6,141.6
12.6,142.6
12.6,144.0
12.6,141.8
12.4,142.0
12.6,141.2
12.6,139.8
12.6,138.6
12.4,138.0
12.4,136.4
12.6,135.2
12.4,135.4
12.4,132.6
12.0,131.4
11.8,129.2
12.6,129.0
12.4,127.8
12.6,125.8
12.4,124.8
12.2,125.2
12.2,123.4
12.4,123.0
12.4,120.0
12.4,119.0
12.4,116.6
12.4,115.6
13.0,114.4
12.8,113.4
13.0,112.4
14.2,112.0
14.2,110.0
14.2,109.2
14.2,108.0
14.2,107.4
13.8,107.2
13.6,104.2
13.8,102.4
13.8,101.0
13.6,99.6
14.0,97.8
13.6,97.0
13.4,96.2
13.2,94.0
13.0,92.8
12.6,91.6
12.6,91.6
12.6,91.6
12.6,92.0
12.4,89.8
12.4,89.6
12.4,90.0
12.4,90.6
12.4,90.6
12.6,90.2
12.6,90.2
12.4,89.4
12.0,89.8
11.8,89.2
11.8,88.6
11.8,89.0
12.2,88.6
11.8,88.2
11.8,87.6
11.4,87.0
11.4,86.4
11.4,86.6
10.8,86.8
10.6,86.4
10.6,85.8
10.8,86.2
10.4,85.6
10.2,85.4
10.8,85.2
10.8,84.8
10.6,84.2
10.6,84.0
10.6,83.6
10.6,82.4
10.6,83.0
10.4,83.0
10.2,83.0
9.8,83.2
9.8,82.0
10.0,81.2
9.8,81.0
9.8,80.4
9.8,79.4
9.8,79.2
9.6,78.2
9.4,77.4
9.4,77.0
9.4,75.8
9.2,76.6
9.2,76.8
9.2,75.8
9.0,75.6
8.8,74.6
8.6,74.8
8.6,75.0
8.2,74.2
8.2,74.6
8.2,73.4
8.6,73.4
8.2,72.6
8.2,71.8
8.0,71.2
8.0,70.8
8.4,71.0
8.4,70.4
8.4,71.0
8.4,69.8
8.4,69.4
8.4,68.8
8.4,68.2
8.0,68.0
7.8,67.8
7.8,67.0
7.4,66.4
7.0,66.2
7.0,65.6
7.0,64.4
7.0,63.8
6.8,62.8
6.6,62.8
6.6,63.0
6.6,63.0
6.4,62.4
6.4,62.2
6.4,62.0
6.6,61.8
6.6,61.4
6.6,62.0
6.6,62.0
6.4,60.6
6.4,60.6
6.0,59.8
6.0,59.8
6.4,60.0
6.2,59.6
6.2,60.4
6.2,60.0
6.2,60.0
6.0,59.2
6.0,59.8
5.8,60.4
5.6,60.0
6.2,51.6
6.2,51.4
6.2,50.8
6.2,51.0
6.6,50.8
6.6,50.4
6.6,50.8
6.6,50.8
6.6,51.2
6.4,50.6
6.4,49.6
6.6,48.8
6.4,48.2
6.0,48.8
6.0,48.6
6.2,48.2
5.8,48.8
5.6,49.4
6.0,49.4
6.0,49.4
6.0,48.4
6.0,48.8
5.8,48.2
5.8,47.8
5.8,47.4
5.8,47.2
5.8,47.6
5.4,47.4
5.4,46.4
5.2,46.2
5.0,46.6
4.6,46.2
4.6,45.6
4.6,46.0
4.8,46.0
4.8,46.0
4.8,46.2
4.8,46.2
4.6,46.4
4.4,46.0
4.4,34.4
4.2,34.0
4.2,34.0
4.2,33.6
4.2,33.8
4.2,33.6
4.2,33.8
4.0,33.0
4.0,32.8
4.0,32.4
3.8,32.8
4.2,32.6
4.2,32.0
4.2,31.8
4.2,32.4
4.2,32.8
4.2,32.8
4.2,32.2
4.0,32.6
4.4,32.2
4.2,32.8
4.0,31.4
4.0,30.6
4.0,31.0
4.0,30.4
3.8,30.2
3.8,30.4
3.6,31.2
3.6,31.0
